location	product_ean	store_name	code
Africa/Lubumbashi	9682766102153	Beni	CD
Asia/Kolkata	6466216614495	Osmanabad	IN
Europe/Berlin	0254494003997	Neuburg an der Donau	DE
Europe/London	3455495648058	Inverness	GB
Europe/London	0231126449880	Leyland	GB
Asia/Jakarta	7568308560594	Sukabumi	ID
Asia/Yakutsk	5176623925213	Aykhal	RU
Pacific/Honolulu	2950975997936	Kahului	US
America/Chicago	8792648327640	Brenham	US
America/New_York	7893919624404	Martinsburg	US
Europe/Rome	4594050592852	Falconara Marittima	IT
Africa/Tunis	9172210580335	Msaken	TN
Asia/Bangkok	2196898753161	Roi Et	TH
America/New_York	4495460418667	Punta Gorda Isles	US
Africa/Addis_Ababa	6423591713434	Arba Minch	ET
America/Sao_Paulo	3511573763836	Curitiba	BR
America/Fortaleza	1561259505399	Pedro II	BR
Asia/Dili	4817147185295	Maliana	TL
America/New_York	0857930611611	Front Royal	US
Africa/Gaborone	5602024924048	Tonota	BW
America/Puerto_Rico	7654457593177	Aguadilla	PR
Asia/Shanghai	3527880561003	Pucheng	CN
Asia/Jerusalem	7242844962684	Ramla	IL
Asia/Yekaterinburg	6138470645293	Kachkanar	RU
America/Chicago	0533375492939	Brenham	US
Asia/Jakarta	6125570753188	Ngemplak	ID
Asia/Manila	4802142328372	Sorsogon	PH
Europe/Brussels	6435926047442	Beveren	BE
Europe/Berlin	2872883484394	Barmbek-Nord	DE
Asia/Tokyo	9679128030353	Toba	JP
America/Toronto	8510811071752	Pointe-Claire	CA
Africa/Niamey	3513211626473	Mirriah	NE
America/Tegucigalpa	9939186737879	Olanchito	HN
Asia/Jakarta	9998533508029	Labuhan Deli	ID
Asia/Karachi	3513332135328	Fazilpur	PK
Europe/Rome	7406749013371	Roseto degli Abruzzi	IT
America/New_York	9164129458683	Brunswick	US
Europe/Madrid	9517910223784	Talavera de la Reina	ES
Asia/Bangkok	6243128095310	Yasothon	TH
Pacific/Port_Moresby	2418322358286	Mount Hagen	PG
Europe/Istanbul	3544438560325	Aksaray	TR
Africa/Dar_es_Salaam	4738933326909	Magomeni	TZ
Europe/Moscow	5769550620162	Roslavl’	RU
Asia/Vladivostok	1338379816502	Lesozavodsk	RU
Europe/Paris	3669126006876	Ajaccio	FR
Asia/Manila	7519052844942	Masbate	PH
Europe/Lisbon	8637940579635	Custoias	PT
Asia/Yekaterinburg	5998479315761	Saraktash	RU
Europe/London	8134654523652	Westbury	GB
Australia/Perth	3420169736676	Perth	AU
Europe/London	9329929218701	Thetford	GB
Europe/Kiev	4045667243526	Voznesensk	UA
Europe/Berlin	8763032071395	Landshut	DE
America/Glace_Bay	5505336074091	Sydney	CA
Africa/Lubumbashi	9464689041470	Beni	CD
Asia/Shanghai	9810416066412	Pingyi	CN
Asia/Kolkata	1305779405568	Sathyamangalam	IN
Asia/Bangkok	6917920609258	Bua Yai	TH
Australia/Brisbane	0667019765292	Carindale	AU
Asia/Karachi	4962949293294	Kanganpur	PK
America/Chicago	2131983346507	Evergreen Park	US
America/Santarem	3243620990796	Altamira	BR
America/New_York	6836280478482	Far Rockaway	US
America/Jamaica	6833162601662	New Kingston	JM
Europe/Vilnius	7865102372638	Ukmerge	LT
America/Port-au-Prince	6758800236092	Croix-des-Bouquets	HT
Asia/Kolkata	1990818154301	Kundla	IN
Pacific/Efate	9895755538172	Port-Vila	VU
America/New_York	6572740009468	Middle River	US
Asia/Manila	4704550465864	Masbate	PH
Asia/Bangkok	2716106369795	Nakhon Si Thammarat	TH
Asia/Kolkata	3364840084437	Kheda	IN
America/New_York	9293040807352	Fort Washington	US
Asia/Kuala_Lumpur	3331122569722	Gua Musang	MY
Europe/Minsk	7666450450197	Novogrudok	BY
Europe/Stockholm	2805595268778	Boo	SE
Africa/Douala	0329996317948	Idenao	CM
Asia/Karachi	3154124552789	Fazilpur	PK
America/New_York	5262547850585	Massapequa	US
Africa/Dar_es_Salaam	4461525356892	Iringa	TZ
Asia/Kolkata	3136515817578	Dharmapuri	IN
Asia/Kolkata	7303573454281	Sirsi	IN
Asia/Kolkata	1279287112525	Periyakulam	IN
Europe/Paris	0682366614079	Bron	FR
Europe/Moscow	1610293803128	Volokolamsk	RU
Asia/Tokyo	4678426575301	Kamakura	JP
Europe/Belgrade	7516967480906	Glogovac	XK
Europe/Rome	2366078583233	Novara	IT
Europe/Berlin	4522601277903	Aschaffenburg	DE
Australia/Brisbane	9044872681586	Maryborough	AU
America/New_York	7689701232229	Greenpoint	US
Asia/Tokyo	2519624017762	Ueno-ebisumachi	JP
Asia/Hong_Kong	7214905038096	Tsuen Wan	HK
Africa/Dar_es_Salaam	2697397590153	Magomeni	TZ
Asia/Tashkent	3306680410977	Andijon	UZ
Asia/Kolkata	9400214200004	Saharsa	IN
Asia/Manila	3582402290748	Burgos	PH
Asia/Bangkok	3329204075292	Phanat Nikhom	TH
Asia/Manila	7857822366899	Burgos	PH
Africa/Casablanca	3394621678548	Oulmes	MA
America/Sao_Paulo	2407584262493	Artur Nogueira	BR
America/Puerto_Rico	5685099617442	Aguadilla	PR
Europe/Berlin	6650083130305	Hofheim am Taunus	DE
Asia/Shanghai	7059489554231	Zhuangyuan	CN
Africa/Dar_es_Salaam	2091601815528	Nyangao	TZ
Europe/Moscow	7086686171893	Bogoroditsk	RU
Europe/London	1042285636122	Winsford	GB
Asia/Tehran	8685525811809	Nowshahr	IR
Asia/Karachi	2565996772211	Kanganpur	PK
America/Menominee	3972598486733	Iron River	US
Europe/Vilnius	7599090699070	Ukmerge	LT
Asia/Kuala_Lumpur	3860067766472	Teluk Intan	MY
Asia/Tehran	4396404115959	Aleshtar	IR
Asia/Jakarta	6606110187569	Pameungpeuk	ID
Asia/Manila	0112791298112	Pilar	PH
Asia/Seoul	9514852945125	Nonsan	KR
Asia/Bangkok	8621126111627	Bua Yai	TH
Europe/Kiev	5295042797369	Voznesensk	UA
America/Toronto	1617529654851	Pointe-Claire	CA
Europe/Madrid	0086553490222	Reus	ES
Africa/Casablanca	5200006555015	Oulmes	MA
Europe/Kiev	7469592825041	Artsyz	UA
Asia/Shanghai	5589252415947	Danjiangkou	CN
Asia/Kolkata	0329598692788	Lal Bahadur Nagar	IN
Europe/Bratislava	2035102765814	Hlohovec	SK
Europe/Paris	4731989430491	Fontenay-aux-Roses	FR
America/Recife	8635025379354	Catende	BR
Europe/Madrid	4592967810694	Puertollano	ES
Europe/Lisbon	5192193102922	Custoias	PT
Europe/Amsterdam	9738740378196	Barneveld	NL
Asia/Kolkata	7552105717435	Robertsonpet	IN
America/New_York	2942951108061	Thomasville	US
Asia/Tokyo	9044308146733	Suzaka	JP
Europe/Berlin	1328393684195	Radevormwald	DE
America/Denver	3981398467491	Kearns	US
Asia/Jakarta	5274258008759	Randudongkal	ID
America/Mexico_City	2676482818631	Contla	MX
Asia/Shanghai	4410777286921	Haicheng	CN
Europe/Bucharest	7427673232942	Sector 6	RO
America/New_York	5854452018640	Greenpoint	US
Europe/Rome	1344053560326	San Giuliano Milanese	IT
Europe/Rome	4119123652051	Tortona	IT
America/Bahia	6898375162102	Muritiba	BR
Australia/Sydney	3303189743520	Nowra	AU
Europe/London	5737978596734	Southsea	GB
America/New_York	7539064724513	Deltona	US
Europe/Moscow	6364271473807	Shushary	RU
Asia/Tokyo	7566977235102	Toyokawa	JP
Europe/Minsk	2170536204178	Vitebsk	BY
Europe/Helsinki	8447414538712	Espoo	FI
Europe/Amsterdam	0427546964656	Culemborg	NL
America/Bogota	1072892639940	San Carlos	CO
Asia/Shanghai	0908025291628	Jingzhou	CN
Asia/Kolkata	8409848003792	Jais	IN
America/Sao_Paulo	3244617493955	Soledade	BR
Atlantic/Canary	1540391929737	Maspalomas	ES
Asia/Kolkata	1282598742985	Patti	IN
Europe/Stockholm	5433107645693	Hudiksvall	SE
Europe/Minsk	3500357523353	Vitebsk	BY
Africa/Nairobi	8563578257020	Busia	KE
Europe/Berlin	6611392869829	Siegburg	DE
Asia/Kolkata	4604468587378	Barbil	IN
Asia/Kolkata	2157884506314	Dharmapuri	IN
Europe/Berlin	1961495624647	Weimar	DE
Asia/Barnaul	3628909090327	Novosilikatnyy	RU
Europe/Istanbul	1617705402689	Patnos	TR
Asia/Kabul	0210123473289	Sar-e Pul	AF
America/New_York	8670122610818	Mechanicsville	US
Europe/Brussels	3969838599728	Lille	BE
America/Puerto_Rico	1213817511846	Yauco	PR
Europe/Moscow	9435925475113	Novopavlovsk	RU
Europe/Paris	7613347879951	Talence	FR
Europe/Moscow	7979586554142	Tver	RU
America/New_York	2241409843951	Jersey City	US
Asia/Qyzylorda	5213919863054	Kyzylorda	KZ
Asia/Kolkata	2276651386482	Diamond Harbour	IN
Asia/Shanghai	5399758996594	Changshu City	CN
Africa/Dar_es_Salaam	6755350891405	Chanika	TZ
America/Sao_Paulo	3497907085181	Alfenas	BR
Europe/Berlin	6940729710726	Friedberg	DE
America/Sao_Paulo	3433036388977	Palmeira	BR
Europe/Moscow	2227530557424	Nizhniy Lomov	RU
Asia/Tbilisi	4190208632922	Kobuleti	GE
America/Chicago	8006151682197	Rolla	US
America/New_York	3983478658218	Dumont	US
Asia/Baku	5931840173720	Astara	AZ
Asia/Karachi	6813457801663	Hasilpur	PK
Europe/Moscow	6004737644814	Buynaksk	RU
Europe/Moscow	6605682461732	Dyat’kovo	RU
America/Detroit	7504503269351	Port Huron	US
America/Los_Angeles	1789179826244	Bothell West	US
America/Cuiaba	1087453042824	Nova Xavantina	BR
Indian/Antananarivo	6943138390817	Sakaraha	MG
Asia/Yerevan	1455950560163	Hrazdan	AM
Europe/Rome	5099959539971	Afragola	IT
America/Bogota	8939147165605	El Copey	CO
Europe/Madrid	1254700238914	Villaquilambre	ES
Africa/Kampala	3771347016821	Arua	UG
America/Los_Angeles	7514674388355	Riverbank	US
America/Santiago	3008252961893	San Bernardo	CL
Europe/Madrid	1372376032305	Puertollano	ES
Europe/Berlin	9467995198395	Eppingen	DE
America/Chicago	5758574566624	Tupelo	US
America/Bogota	5570340426440	El Copey	CO
Asia/Shanghai	4607040123865	Licheng	CN
Asia/Karachi	5745846588323	Jhol	PK
Europe/Rome	4696554388082	Portogruaro	IT
Asia/Kolkata	1426912950377	Gingee	IN
America/Los_Angeles	4214749260021	Indio	US
Asia/Baghdad	1800438151584	Karbala	IQ
Asia/Tokyo	4856508530268	Ueno-ebisumachi	JP
Asia/Karachi	5717975636435	Naushahra Virkan	PK
Pacific/Auckland	0122891793110	Gisborne	NZ
Africa/Tunis	7471002177169	Msaken	TN
Asia/Seoul	9495307953516	Sinhyeon	KR
Europe/Paris	7524265327595	Arles	FR
America/Los_Angeles	1122613935964	Claremont	US
Asia/Tashkent	7247176440725	Andijon	UZ
America/Chicago	9812905333050	Murray	US
Europe/Paris	7838042510392	Rueil-Malmaison	FR
Europe/Rome	4934760163391	Agrigento	IT
Asia/Jakarta	7012123675068	Besuki	ID
Europe/Istanbul	5087621587146	Serinhisar	TR
Asia/Jakarta	1022692631620	Sukabumi	ID
Asia/Kolkata	4707346236075	Patti	IN
Europe/London	2140191107213	Gainsborough	GB
Africa/Lagos	6860412627158	Nkpor	NG
Asia/Kolkata	4392700514175	Aistala	IN
Europe/Rome	2280065652873	Sassari	IT
Africa/Dar_es_Salaam	3231777187305	Mvomero	TZ
America/Sao_Paulo	6233979588475	Curitiba	BR
Asia/Tokyo	1405406805669	Shimotoda	JP
Europe/Paris	4767625290679	Quimper	FR
Europe/Prague	7018426643063	Most	CZ
Africa/Algiers	4136927320429	Boumerdas	DZ
America/Denver	4711284557536	Saratoga Springs	US
Europe/Rome	4136436554728	Mesagne	IT
Asia/Shanghai	9975124514973	Hengshui	CN
Europe/Moscow	7501614834010	Naro-Fominsk	RU
Asia/Tokyo	5730234906650	Motomachi	JP
Asia/Tokyo	5646671703663	Nonoichi	JP
America/New_York	2803831337141	Kendall	US
America/New_York	2243668482278	Utica	US
Europe/Madrid	5505737386274	Cardedeu	ES
Asia/Kolkata	2723053122397	Chamba	IN
Asia/Kolkata	7554281712617	Alwaye	IN
Asia/Barnaul	8144224618022	Novosilikatnyy	RU
Asia/Tokyo	8175364636249	Motomachi	JP
Asia/Shanghai	7953741391025	Shuangcheng	CN
Europe/Berlin	9257076493965	Losheim	DE
America/Los_Angeles	0902214696348	Lompoc	US
America/Chicago	5460138424904	Brenham	US
America/New_York	7698704576087	Lakewood	US
Asia/Kolkata	1915475335740	Dombivli	IN
Europe/London	9741787692453	Lower Earley	GB
America/Bahia	6350406273855	Rio Real	BR
Asia/Tokyo	2308412582809	Toyokawa	JP
America/Chicago	8768149179057	Fresno	US
Asia/Kolkata	6552535080940	Leteri	IN
Europe/Berlin	4643192282289	Landshut	DE
Asia/Jakarta	7650895181716	Besuki	ID
Asia/Karachi	1365818954044	Naushahra Virkan	PK
Europe/Vienna	8449564263964	Sankt Peter	AT
Europe/Moscow	7796624230178	Roslavl’	RU
Asia/Yekaterinburg	0580947148510	Kachkanar	RU
Asia/Shanghai	9363712344062	Changzhi	CN
Asia/Shanghai	5999897172608	Dongdu	CN
Asia/Karachi	7560423495294	Kanganpur	PK
Africa/Casablanca	0659959987452	Jerada	MA
Asia/Kolkata	3890931628773	Leteri	IN
Asia/Bishkek	2780303956300	Jalal-Abad	KG
Europe/Moscow	5140385214816	Stupino	RU
Europe/London	8076965426232	Chapletown	GB
Asia/Karachi	2634018904029	Kanganpur	PK
Europe/Stockholm	7332800424568	Boo	SE
Asia/Kolkata	1554101480609	Haldwani	IN
America/Los_Angeles	5438023290750	Lompoc	US
America/Cuiaba	7116485216201	Nova Xavantina	BR
Asia/Seoul	8384380849766	Nonsan	KR
Australia/Sydney	5967389285464	Nowra	AU
America/Sao_Paulo	8214777761190	Resplendor	BR
Asia/Karachi	2445433215580	Kanganpur	PK
Europe/Berlin	2357349304046	Oberhausen	DE
Europe/Rome	5624843602679	Lanciano	IT
Africa/Casablanca	2830649866266	Jerada	MA
Europe/Oslo	4800285902428	Harstad	NO
Europe/London	7425058903951	Selby	GB
America/Los_Angeles	1102534767028	Opportunity	US
Europe/Helsinki	3187924049135	Kallio	FI
America/Chicago	1464927745663	Evergreen Park	US
America/Los_Angeles	9104174842280	Bothell West	US
Europe/Minsk	4578594199784	Novogrudok	BY
America/Montevideo	8917366949534	Durazno	UY
Europe/Moscow	2159061677817	Naro-Fominsk	RU
Europe/Berlin	4009743615706	Bad Segeberg	DE
Europe/Rome	9256265778036	Catania	IT
Africa/Ndjamena	3838748015607	Mongo	TD
Asia/Yakutsk	8066643185919	Aykhal	RU
Asia/Manila	7097636557094	Recodo	PH
Africa/Lagos	9024535244884	Olupona	NG
Europe/London	2702335189044	Gainsborough	GB
America/Mexico_City	9084354271850	Acayucan	MX
Asia/Manila	5109461370907	Sorsogon	PH
Europe/Madrid	5842143151981	Gernika-Lumo	ES
America/Los_Angeles	8426065291252	Opportunity	US
Europe/Moscow	1619916244591	Petrozavodsk	RU
America/Montevideo	7659464466674	Durazno	UY
America/Maceio	6141112087887	Lagarto	BR
Europe/London	4975646468148	Westbury	GB
America/New_York	2760874979625	Boston	US
America/Chicago	2480604009070	Odessa	US
Asia/Shanghai	2870854599597	Longgang	CN
Asia/Shanghai	8524327217832	Dongfeng	CN
America/Toronto	3213290988881	Beaconsfield	CA
America/Chicago	1715643215771	Huntley	US
Europe/Zaporozhye	7930608794182	Polohy	UA
America/Chicago	7443692375569	Searcy	US
Europe/Paris	1497287093082	Bobigny	FR
Asia/Kolkata	7934697989900	Dharmapuri	IN
Asia/Shanghai	6665277480159	Wacheng	CN
America/Sao_Paulo	7269701869559	Guapimirim	BR
Asia/Tokyo	9786922688175	Hita	JP
Europe/Berlin	1983296834025	Landshut	DE
America/Santiago	0217246524171	Chiguayante	CL
America/New_York	1458967930172	Punta Gorda Isles	US
Europe/Paris	8205626361975	Arles	FR
Asia/Makassar	2172535236952	Majene	ID
America/Port-au-Prince	3246322849102	Thomazeau	HT
Asia/Jerusalem	7327616858669	Ganei Tikva	IL
Europe/Istanbul	4115265522153	Sungurlu	TR
Asia/Yangon	3176400904013	Myawadi	MM
Africa/Djibouti	5325571581334	'Ali Sabieh	DJ
Asia/Kolkata	8124746726153	Tiruppuvanam	IN
America/Detroit	4659135894112	Port Huron	US
Asia/Novokuznetsk	6844432631821	Yashkino	RU
America/New_York	6227422877698	Acworth	US
America/Indiana/Indianapolis	5419233773240	Greenfield	US
Europe/Dublin	2753766851093	An Muileann gCearr	IE
Asia/Kolkata	8512610399440	Meerut	IN
Europe/Rome	1048992983788	Ariccia	IT
Europe/Rome	9285092411731	Ventimiglia	IT
America/Chicago	5244499719424	Bourbonnais	US
America/New_York	9721714975552	Massapequa	US
Europe/Kiev	6962568705398	Hlukhiv	UA
America/New_York	2889134063239	Jersey City	US
Asia/Jakarta	0177738275915	Randudongkal	ID
America/New_York	2227898310532	Bridgeport	US
Europe/Berlin	7810025724989	Losheim	DE
Asia/Kolkata	7048822633900	Srinagar	IN
Europe/Kiev	6905748929351	Shepetivka	UA
Europe/London	6308309803167	Rutherglen	GB
Asia/Kolkata	6291122834510	Jashpurnagar	IN
Africa/Dar_es_Salaam	4225791942827	Magomeni	TZ
Europe/Lisbon	1701475951734	Custoias	PT
Asia/Shanghai	1782758601768	Dongdu	CN
Asia/Riyadh	9605978503662	Al Jubayl	SA
America/New_York	9637611013153	Lexington	US
America/New_York	2662614784004	Rutland	US
Africa/Nairobi	4517863462013	Lodwar	KE
Europe/Skopje	1212479417534	Saraj	MK
Europe/Rome	2526254135650	Villabate	IT
Europe/Berlin	7604093415388	Wittenau	DE
Asia/Aqtobe	7957003686201	Shalqar	KZ
Europe/Amsterdam	8431342430590	Losser	NL
Asia/Kolkata	1425988382389	Amreli	IN
Africa/Libreville	6895072571473	Franceville	GA
Africa/Tripoli	2920076504166	Ghat	LY
Asia/Tokyo	8881050613356	Kamakura	JP
Asia/Tehran	5662808546453	Aleshtar	IR
Asia/Manila	4700189564398	La Trinidad	PH
Europe/Madrid	6332019337223	Leioa	ES
Australia/Sydney	8026927218450	Griffith	AU
Asia/Phnom_Penh	6974318703134	Paoy Paet	KH
Europe/Berlin	0749042571016	Friedberg	DE
Africa/Algiers	5634821929148	Cheraga	DZ
Asia/Yakutsk	0121290923708	Aykhal	RU
Europe/Rome	0715344735098	Agrigento	IT
Asia/Karachi	3545526760573	Larkana	PK
Asia/Jakarta	5060975809065	Pekanbaru	ID
America/Guayaquil	3366589337041	Milagro	EC
Africa/Lagos	4476643864860	Olupona	NG
Asia/Kolkata	5367035296323	Jashpurnagar	IN
Asia/Yerevan	7168469217070	Hrazdan	AM
Europe/Berlin	9798774554669	Gronau	DE
Asia/Karachi	0170859991474	Sillanwali	PK
Asia/Kolkata	2049962710181	Jashpurnagar	IN
Africa/Lagos	4896749911488	Yenagoa	NG
America/Chicago	2445347966134	Westchester	US
Africa/Algiers	9182585416214	Beni Douala	DZ
America/Toronto	6794792679837	Sainte-Catherine	CA
America/Port_of_Spain	4450512032185	Port of Spain	TT
America/New_York	6504821354747	Sterling	US
America/Argentina/Buenos_Aires	4572569902218	Barracas	AR
Europe/Berlin	8689778144769	Wesseling	DE
Europe/London	0848675338673	Penzance	GB
America/Guayaquil	1351705803649	Cuenca	EC
Europe/London	6848982750674	Hartley	GB
Europe/Madrid	3869701962799	Novelda	ES
Europe/Madrid	1001792931977	Cardedeu	ES
Asia/Manila	0012755798033	Burgos	PH
Europe/London	8270533403223	Lancing	GB
America/Toronto	2348244811982	Sainte-Catherine	CA
Africa/Gaborone	2623938622533	Tonota	BW
America/Sao_Paulo	9330849232647	Palmeira	BR
America/Detroit	2091695349305	Canton	US
Australia/Brisbane	2605691269989	Maryborough	AU
Africa/Lagos	2388800176421	Lagos	NG
Africa/Casablanca	7738276537571	Temara	MA
Asia/Manila	5577833643711	Cebu City	PH
Asia/Karachi	1658365591443	Alipur	PK
America/New_York	7482231816156	Stockbridge	US
Africa/Johannesburg	8690147308170	Standerton	ZA
Asia/Riyadh	9091088615348	Al Jubayl	SA
Europe/Paris	8593987317077	Marly-le-Roi	FR
Europe/Lisbon	5704329157081	Albufeira	PT
Europe/Moscow	6143593108990	Likhobory	RU
Asia/Shanghai	3698789555223	Taozhuang	CN
Europe/Berlin	3200439003284	Hechingen	DE
Asia/Kolkata	7343353600736	Barpeta	IN
Europe/London	0482282517412	Great Wyrley	GB
Asia/Jakarta	1051698043809	Cibinong	ID
America/Sao_Paulo	0279909124005	Itaperuna	BR
Asia/Manila	1592425388553	Pilar	PH
America/Detroit	0489459528240	Waverly	US
Europe/London	4253302048102	Westbury	GB
Asia/Yekaterinburg	1881302780604	Ozersk	RU
Asia/Jakarta	9752383882025	Kudus	ID
Asia/Shanghai	9737609385559	Zaozhuang	CN
Europe/Brussels	0378367944221	Temse	BE
Europe/Istanbul	7137564751352	Mudanya	TR
Europe/Rome	0891772217983	Montecchio Maggiore-Alte Ceccato	IT
Europe/Warsaw	3934628940776	Ustka	PL
Europe/Paris	4067916801622	La Garenne-Colombes	FR
Asia/Vladivostok	5110830837815	Lesozavodsk	RU
America/Los_Angeles	9766808670142	Bothell	US
Asia/Shanghai	4429439461484	Jingzhou	CN
Europe/Paris	7990487641663	Marly-le-Roi	FR
Asia/Tokyo	0180857811025	Toyokawa	JP
America/Managua	1227636851229	Somoto	NI
Asia/Tokyo	7426093583085	Toba	JP
Europe/Moscow	5391828436153	Gavrilov-Yam	RU
Europe/Berlin	4475432600955	Karben	DE
America/Chicago	5687197667039	Coralville	US
Asia/Kolkata	8265550685370	Bachhraon	IN
America/New_York	9463038500569	New Canaan	US
America/Denver	9313107664411	Aurora	US
Europe/Minsk	1353045259049	Dobrush	BY
America/Chicago	7105331277114	Lino Lakes	US
America/Boise	5330446718067	Nampa	US
Europe/Warsaw	6248045174438	Reda	PL
Asia/Yekaterinburg	7673493108695	Ozersk	RU
Asia/Damascus	6309751477104	Tadmur	SY
Asia/Yekaterinburg	1508431423577	Oktyabr’skiy	RU
Australia/Melbourne	1555278775871	Carnegie	AU
Europe/Moscow	7379300028766	Volokolamsk	RU
Africa/Conakry	4931984721871	Camayenne	GN
Asia/Shanghai	1984453114189	Xiangtan	CN
Europe/Paris	8345974934169	Mitry-Mory	FR
Asia/Yakutsk	5633834336417	Aykhal	RU
America/New_York	9288131378538	Morningside Heights	US
Asia/Makassar	1061607953815	Tarakan	ID
Europe/Skopje	5367038444400	Saraj	MK
Europe/Madrid	7118797881115	Las Gabias	ES
Africa/Lubumbashi	3963610595830	Kamina	CD
Africa/Niamey	2306305317880	Mirriah	NE
America/New_York	6354809740204	Utica	US
Asia/Manila	2456578749434	Dipolog	PH
Africa/Accra	2997423233956	Tarkwa	GH
Europe/Kiev	7231349890363	Kherson	UA
Asia/Shanghai	8067373047874	Beidao	CN
Europe/Paris	5179739816680	Fontenay-aux-Roses	FR
Asia/Kuala_Lumpur	9030776198374	Ulu Tiram	MY
Europe/Amsterdam	1397615254188	Schiebroek	NL
Asia/Seoul	5854003904125	Sinhyeon	KR
Asia/Jakarta	0759943287411	Kediri	ID
Asia/Tehran	7022341189179	Darreh Shahr	IR
America/Port_of_Spain	7466207933665	Port of Spain	TT
Asia/Yekaterinburg	8808870247042	Tavda	RU
Asia/Shanghai	7583167648016	Licheng	CN
Asia/Manila	1158466293678	Pilar	PH
Europe/Warsaw	2373533248576	Jaworzno	PL
Europe/London	1292447339655	Chapletown	GB
Europe/Zurich	8113709119224	Adliswil	CH
Africa/Luanda	1142888535546	Luena	AO
Africa/Algiers	9551712558910	Beni Douala	DZ
America/Bogota	0238706069766	Honda	CO
Asia/Tokyo	3578239297418	Annaka	JP
America/Denver	7869758604723	Saratoga Springs	US
Europe/Bratislava	3326297431813	Skalica	SK
Europe/Belgrade	1490588013957	Negotin	RS
Asia/Seoul	6797187897335	T’aebaek	KR
Europe/London	1150378112108	Lancing	GB
Europe/London	1939599395695	Devizes	GB
America/La_Paz	9297180708081	Tupiza	BO
Asia/Shanghai	9735609417812	Zaozhuang	CN
Africa/Algiers	4272056494744	Thenia	DZ
America/New_York	0536211997797	Thomasville	US
America/Los_Angeles	5543264317828	Kent	US
Asia/Novokuznetsk	0489360547613	Yashkino	RU
America/New_York	1277187970665	Dumont	US
Asia/Kolkata	8290623742773	Dombivli	IN
Asia/Jakarta	0452687251273	Tebingtinggi	ID
Asia/Kolkata	1249109113450	Jais	IN
Europe/Moscow	9422196313893	Stupino	RU
Asia/Manila	4249821395391	Jagna	PH
Europe/Moscow	6160912214491	Malakhovka	RU
America/Maceio	7213377039020	Lagarto	BR
Europe/Brussels	7473160786894	Temse	BE
Europe/Madrid	0079703168058	Palafrugell	ES
America/New_York	2204206398314	Front Royal	US
Africa/Bamako	4423242006740	Kati	ML
Asia/Kolkata	4976226080514	Pune	IN
Europe/Rome	6307430089389	Gorgonzola	IT
Asia/Krasnoyarsk	9506759572221	Sharypovo	RU
America/Denver	6832176530340	Kearns	US
Asia/Tokyo	8639971209871	Karatsu	JP
Europe/Moscow	9234392860251	Kireyevsk	RU
America/Fortaleza	2800359845905	Barras	BR
America/Havana	4687175167422	Boyeros	CU
Asia/Kolkata	1893317970796	Aklera	IN
Asia/Tokyo	9740355167379	Komono	JP
Europe/Paris	9685048556972	Cavaillon	FR
America/New_York	7694558713357	Acworth	US
America/Panama	7068098864327	Veracruz	PA
Indian/Reunion	6187992048860	Saint-Denis	RE
Indian/Antananarivo	9545335607575	Antanifotsy	MG
Africa/Dar_es_Salaam	8943674875050	Chanika	TZ
Asia/Jakarta	3984574119559	Kediri	ID
Europe/Madrid	5682738044836	Novelda	ES
Asia/Tokyo	1879104441083	Sasayama	JP
Asia/Shanghai	6254176404214	Xiangtan	CN
America/New_York	7690875767431	Massapequa	US
America/Chicago	1908192944975	Columbia Heights	US
Europe/Paris	2053302371970	Saint-Omer	FR
Africa/Addis_Ababa	3884517892832	Debre Tabor	ET
Europe/Paris	8117305825855	La Garenne-Colombes	FR
Asia/Kolkata	9691414335485	Hungund	IN
America/Toronto	7226747886797	Pointe-Claire	CA
Africa/Kampala	4390011621070	Paidha	UG
Europe/London	7238111987948	Penzance	GB
Africa/Casablanca	2850422674338	Azrou	MA
Asia/Riyadh	2134610710184	Al Jubayl	SA
Asia/Seoul	2134976811297	Nonsan	KR
Africa/Lagos	1033037436343	Olupona	NG
America/Matamoros	6097905099028	Heroica Matamoros	MX
Asia/Yekaterinburg	6578646034986	Kuvandyk	RU
Asia/Manila	6757446416219	Recodo	PH
Europe/Rome	9247417591856	Agrigento	IT
Europe/London	6871117953428	Lymington	GB
Africa/Algiers	4990336963765	Ksar Chellala	DZ
Australia/Melbourne	4644087452404	Frankston South	AU
Asia/Kolkata	2536134444024	Osmanabad	IN
Asia/Bangkok	4945976461966	Thap Than	TH
Europe/Rome	9395148308653	Lanciano	IT
Europe/Copenhagen	9810621736018	Frederiksberg	DK
Europe/Paris	9757309860248	Dax	FR
Asia/Shanghai	1068633192263	Foshan	CN
Asia/Shanghai	2874655147322	Jingzhou	CN
America/Chicago	4163419622792	Pleasant Prairie	US
Europe/Berlin	4895477134602	Schleswig	DE
America/New_York	1350555395489	Kendall	US
Asia/Vladivostok	6404810734294	Lesozavodsk	RU
Asia/Shanghai	0408783361583	Yingkou	CN
Asia/Kolkata	6496678179256	Gajendragarh	IN
Asia/Kolkata	5481061140136	Udumalaippettai	IN
Asia/Kolkata	8863410003007	Aklera	IN
America/New_York	9895934994874	Sicklerville	US
Asia/Shanghai	8279447710915	Wacheng	CN
America/Mexico_City	7626267668741	Tuxtla	MX
America/Chicago	3461558958712	Odessa	US
America/Los_Angeles	4766486851975	Bothell	US
Africa/Johannesburg	3843028245582	Vryheid	ZA
